lemma	pos	totaal	Delft	Deux	Leuven	Luther	SV1657	woordvormen
verbijsteren	VRB	21	0	8	0	6	7	[verbijstert 15]; [verbijsteren 4]; [verbijsterde 2]
verbinden	VRB	368	8	102	15	139	104	[Verbindt 1]; [verbondt 129]; [Verbondt 54]; [Verbont. 1]; [verbont 16]; [Verbont 9]; [verbinden 50]; [verbonden 48]; [verbandt 1]; [verbindet 7]; [verbindest 1]; [verbint 8]; [verbindt 34]; [verbindende 5]; [verbondt. 2]; [verbinde 2]
verbinden	PRN_NOU	10	0	10	0	0	0	[Uerbonden 1]; [Uerbindt 9]
verbintenis	NOU	61	0	0	0	9	52	[verbintenissen 10]; [verbintenisse 51]
verbitteren	VRB	61	0	8	9	10	34	[verbitteren 7]; [verbitterende 1]; [Verbittert 1]; [verbitterde 2]; [verbittert. 1]; [verbittert 38]; [verbitterden 11]
verbittering	NOU	26	0	5	2	5	14	[verbitteringe 17]; [verbitteringhe 7]; [Verbitteringe 2]
verblijden	VRB	996	253	135	223	120	265	[verblijdden 23]; [verblijden 319]; [verblijt 165]; [Verblijt 16]; [verbliden 47]; [verblidense 1]; [verblidende 7]; [verblijdende 27]; [verblijde 77]; [verblyden 3]; [uerblijden 1]; [verblijden. 3]; [verbliden. 1]; [Verblijdt 27]; [verblyt 1]; [Verblijen 1]; [verblide 21]; [verblijt. 2]; [verblijdt. 1]; [verblijdde 28]; [verblidet 3]; [verblydende 1]; [Verblijden 2]; [verblijdt 210]; [Verblijde 2]; [Verblijdende 2]; [verblijtstu 1]; [Verblide 2]; [verblideude 1]; [verblijdens 1]
verblijf	NOU	12	0	0	0	1	11	[verblijf 12]
verblijven	VRB	33	1	0	0	3	29	[verblijft 3]; [verbleef 8]; [verblijf 4]; [verblijve 1]; [verblijven 16]; [verbleven 1]
verblinden	VRB	91	5	19	13	23	31	[verblendt 1]; [verblinde 1]; [verblindden 3]; [Verblinden 1]; [verblendet 3]; [verblint 33]; [Verblinde 1]; [Verblindt 2]; [verblindt 15]; [verblindde 2]; [verblint. 1]; [verblinden 14]; [verblindet 8]; [verbllindt 1]; [Verblint 1]; [verblindeten 1]; [verblenden 3]
verblinding	NOU	12	0	4	0	1	7	[verblindinge 8]; [verblindinghe 4]
verbloemd	ADJ	28	0	0	0	1	27	[verbloemde 26]; [verbloemt 1]; [verbloemder 1]
verbod	NOU	43	1	4	0	9	29	[Verbodt 8]; [verbeueden 1]; [verbodt 31]; [verbot 3]
verbodsdag	NOU	10	0	0	0	0	10	[verbodtsdagen 2]; [verbodtsdagh 4]; [verbodsdagh 3]; [Verbodtsdagh 1]
verbolgen	ADJ	16	2	1	6	0	7	[verbolgene 1]; [verbolgen 7]; [verbolghen 8]
verbolgenheid	NOU	182	1	5	114	4	58	[verbolgentheden 3]; [ver-bolghentheyt 1]; [verbolghentheit 1]; [verbolghentheyt 94]; [verbolgentheyt 72]; [verbolghentheden 4]; [verbolghenheyt 6]; [verbolgentheydt 1]
verbond	VRB	12	0	11	1	0	0	[Verbonde 5]; [verbonde 7]
verbond	NOU	1924	3	394	316	366	845	[Uerbondts 1]; [Uerbonts 5]; [Verbonde 3]; [verbond 1]; [Uerbondt 1]; [verbonde 12]; [Uerbont 2]; [verbondt 330]; [Verbond 1]; [Verbondt 17]; [verbont 873]; [Verbont 58]; [verbonds 2]; [verbonden 38]; [verbondts. 1]; [Verbondts 27]; [verbondes 1]; [Verbonts 63]; [verbont. 3]; [verbonden. 1]; [verbonts. 2]; [VERBONT 1]; [verbondts 120]; [verbonts 361]
verbonden	ADJ	102	3	7	21	8	63	[Verbonde 2]; [verbonden 96]; [verbonde 3]; [Verbonden 1]
verborgen	ADJ	818	34	91	66	179	448	[Verborghen 1]; [verborgenste 3]; [verborge 1]; [verborgene 132]; [verborgen 535]; [verborgenen 11]; [verborghender 1]; [verborghen 110]; [Verborgene 6]; [verborgens 6]; [verborghens 1]; [VERBORGEN 4]; [Verborgen 2]; [verborgest 1]; [verborghene 4]
verborgen	VRB	281	42	85	147	4	3	[verberchdi 1]; [Verborghen 1]; [verborghet 2]; [verborgt 1]; [verbergden 3]; [verborcht 3]; [verborghen 259]; [verborghe 1]; [verborget 2]; [verborghens 1]; [verborghenen 1]; [verborchde 1]; [verborght 5]
verborgen	NOU	22	0	10	7	4	1	[verborghen 17]; [verborgen 1]; [verborgh 1]; [verbergden 3]
verborgenheid	NOU	230	3	34	39	27	127	[Verborgentheyt 3]; [verborghentheden 28]; [Verborghentheyt 1]; [verborgentheyt 86]; [verborghentheydt 2]; [verborgentheydt 1]; [verborghenthede 1]; [Verborgentheden 1]; [verborgentheden 65]; [verborghentheyt 30]; [verborghentheit 1]; [verborgenheyt 8]; [verborghenheit 2]; [verborghenheydt 1]
verbrakken	VRB	37	1	9	0	10	17	[verbrakest 1]; [verbrect 1]; [verbrack 35]
verbrand	VRB	11	7	2	0	0	2	[verbrantse 2]; [verbrandest 1]; [verbrandse 3]; [verbrandese 4]; [verbrandese. 1]
verbrand	ADJ	20	7	0	1	5	7	[verbrande 20]
verbranden	VRB	1307	233	262	219	245	348	[Verbrant 1]; [verbrandende 10]; [Verbranden. 1]; [verbrandene 1]; [verbernen 67]; [verberret 3]; [verbrande 49]; [verbornen 2]; [verbrandeden 1]; [verberren 1]; [verbernende 2]; [verbrandt 166]; [verbernt 5]; [verbernet 3]; [verbrandet 11]; [verbrandden 60]; [verbranddense 3]; [verbernde 3]; [Verbrande 1]; [verbarnt 13]; [verbrant. 3]; [verbarnde 3]; [verbrandde 126]; [verbrandense 3]; [verbrandtse 1]; [verbranddese 9]; [verberne 1]; [verbrandent 1]; [verberrende 2]; [verbranden 329]; [verbrant 405]; [verbarnen 21]
verbranding	NOU	20	0	1	6	0	13	[verbrandinge 11]; [verberringe 1]; [verbrandinghen 1]; [verbrandingen 2]; [verberringhen 2]; [verbrandinghe 3]
verbreiden	VRB	130	5	18	43	6	58	[verbreiden 1]; [verbreydet 2]; [verbreet 1]; [verbreyt 47]; [verbreydde 5]; [Verbreyt 1]; [verbreid 1]; [verbreden 3]; [verbreydden 2]; [verbreydt 22]; [verbreyden 45]
verbreiding	NOU	19	0	0	0	0	19	[verbreydinge 19]
verbreken	VRB	375	1	81	0	89	204	[verbreken 125]; [verbreeckt 38]; [verbrekende 6]; [verbrake 1]; [verbrokene 3]; [verbreect 4]; [ver-broken 1]; [Verbreeckt 1]; [verbrokenen 1]; [verbroken 180]; [verbraken 12]; [verbreeck 1]; [verbrakense 2]
verbreker	NOU	11	0	0	0	2	9	[verbreker 3]; [verbrekers 8]
verbreking	NOU	35	0	0	0	1	34	[verbrekinge 32]; [Verbrekinge 1]; [verbrekingen 2]
verbrijzelen	VRB	64	0	1	0	11	52	[verbrijselt 32]; [verbrijselen 18]; [verbrijselde 11]; [Verbrijselt 2]; [verbrijseldese 1]
verdacht	ADJ	28	2	4	3	2	17	[verdacht 26]; [verdachten 1]; [verdachte 1]
verdaren	VRB	15	7	8	0	0	0	[verderuet 14]; [verderuet. 1]
verdedigen	VRB	104	0	9	1	16	78	[verdeedighet 1]; [verdedige 2]; [verdedighet 1]; [verdedigden 1]; [Verdedigt 1]; [verdedigt 7]; [verdediget 1]; [verdedigen 54]; [verdedichden 1]; [Verdedight 2]; [verdedight 27]; [verdedingen 1]; [verdedighen 2]; [Verdedigen 1]; [verdedighden 1]; [verdedigen. 1]
verdediging	NOU	10	0	1	0	2	7	[verdedinge 9]; [verdediginge 1]
verdeeld	ADJ	18	1	1	1	7	8	[verdeelder 3]; [verdeeld 1]; [voerdeelder 1]; [verdeylden 1]; [verdeylde 3]; [verdeelden 4]; [verdeyldese 1]; [verdeelde 4]
verdelen	VRB	186	4	7	9	29	137	[verdeelen 19]; [verdeeld 8]; [verdeelt. 1]; [verdeylen. 1]; [verdeylt. 1]; [verdeylen 5]; [verdeylen’t 2]; [verdeelt 88]; [verdeylden 2]; [verdeylende 1]; [verdeelende 2]; [vertelen. 1]; [verdeylt 42]; [verdeeldese 1]; [verdeelde 9]; [verdelen 2]; [verdeelen. 1]
verdelgen	VRB	565	0	133	0	180	252	[verdelghden 3]; [verdelghet. 1]; [Verdelgen 2]; [verdelchde 14]; [verdelgt 52]; [verdelghe 3]; [verdelcht 17]; [verdelgde 18]; [verdelget 23]; [verdelght 89]; [verdelgende 4]; [verdelgden 4]; [verdelgdese 3]; [verdelghede 2]; [verdelghest 1]; [verdelgen 212]; [verdelchden 3]; [verdolgh 1]; [verdelght. 1]; [Verdelght 1]; [verdelghen 48]; [verdelghde 13]; [verdelghdese 3]; [verdelghestu 1]; [verdelge 18]; [verdelgen. 4]; [verdelghet 24]
verdelging	NOU	18	0	0	0	1	17	[verdelginge 18]
verdeling	NOU	84	0	0	3	4	77	[Verdeylinge 1]; [verdeylinge 9]; [verdeelinghe 3]; [verdeylinghe 1]; [Verdeelinge 1]; [verdeylingen 7]; [verdeling 3]; [verdeelinge 39]; [verdeelingen 19]; [verdelinghe 1]
verdenken	VRB	12	5	2	3	0	2	[verdenckende 1]; [verdencke 4]; [verdenct 1]; [verdencken 6]
verder	ADV	68	8	4	15	5	36	[verder 63]; [Verder 5]
verderf	NOU	437	3	42	1	51	340	[verderf 366]; [verderve 11]; [verderfs 42]; [verderue 15]; [verderf. 2]; [verderve. 1]
verderfelijk	ADJ	37	1	5	0	2	29	[verderflike 1]; [verderffelijcke 1]; [verderflijcke 1]; [verderflick 11]; [verderffelicken 2]; [verderffelicke 10]; [verderffelick 5]; [verderflicke 6]
verderfelijkheid	NOU	13	0	5	1	0	7	[verderflickheyt 7]; [verderflicheydt 2]; [verderffelijcheyt 1]; [verderflicheyt 1]; [verderffelickheyt 1]; [verderffelicheyt 1]
verderfenis	NOU	218	60	18	120	8	12	[verderfnisse. 1]; [verderffenisse 138]; [verderffeuisse 1]; [verderffenissen 26]; [verderfnissen 6]; [verderfnisse 30]; [verderfenisse 8]; [verderfenissen 3]; [verderfnis 1]; [verderuenisse 2]; [verderfenis 2]
verderven	ADJ	17	3	1	0	0	13	[verderft. 1]; [verdervet 1]; [verdervenden 7]; [verderfste 1]; [verderftse 5]; [verdervende 2]
verderven	VRB	1675	261	326	295	293	500	[verderft. 3]; [ver-deruen 1]; [verdorf 22]; [verdoruen 219]; [Verderft 6]; [verderf 10]; [Verderven 3]; [verderuenden 1]; [verderuende. 1]; [verdervet 6]; [Verdervende 1]; [verdoruen. 1]; [verderve 82]; [verdorve 2]; [verderuede 1]; [verderfden 3]; [verderfst 1]; [verderft 184]; [ver-derven 1]; [verderfde 9]; [verdorven. 1]; [verderue 47]; [verderuene 2]; [verderf. 1]; [verdervenden 2]; [verdorue 8]; [verdaerf 1]; [verdarf 4]; [verderuende 10]; [verdierf 1]; [verdervende. 1]; [verderuen. 4]; [verderfdese 1]; [verderven 369]; [verderftse 1]; [verdervende 13]; [verderven. 4]; [verderuen 437]; [verdorven 210]; [verdervet. 1]
verderver	NOU	58	0	13	9	17	19	[verderuers 6]; [Verderver 7]; [verderuer 11]; [Verderuer 3]; [verdervers 11]; [verderuere 1]; [Verderuers 1]; [verderver 18]
verderving	NOU	83	1	28	5	3	46	[verderuinge 5]; [Verderuinghe 1]; [verdervinge 44]; [verderuinghe 27]; [verderuinghen 1]; [verdervingen 5]
verdestrueren	VRB	17	2	9	0	0	6	[verdestrueerden 1]; [verdestruert 2]; [Verdestrueert 1]; [verdestrueert 10]; [verdestrueerste 1]; [verdestrueren 2]
verdichten	VRB	13	0	1	0	0	12	[verdicht 7]; [verdichtende 2]; [verdichten 3]; [verdichtet 1]
verdiend	ADJ	30	0	7	0	3	20	[Verdienden 1]; [verdiende 16]; [Verdiende 1]; [verdienden 11]; [verdiender 1]
verdienen	VRB	325	19	51	16	71	168	[Verdienen 1]; [verdient. 1]; [verdienent 1]; [verdient 238]; [verdiende 4]; [verdienende 6]; [verdienen 59]; [verdienden 6]; [verdienen’t 1]; [verdienet 8]
verdiepen	VRB	10	0	2	0	1	7	[verdiepte 2]; [verdiepet 1]; [verdiepen 6]; [verdiept 1]
verdieping	NOU	12	0	0	0	3	9	[verdiepingen 6]; [verdiepinge 6]
verdobbeling	NOU	10	0	0	0	0	10	[verdobbelinge 10]
verdoemd	ADJ	55	0	21	6	16	12	[verdoemde 22]; [verdoemt 33]
verdoemen	VRB	244	19	65	40	71	49	[verdoemt 127]; [verdoeme 9]; [Verdoemten 1]; [verdoemdt 1]; [Verdoemen 2]; [verdoemden 1]; [verdoemen 81]; [verdoemet 1]; [Verdoemt 5]; [verdoemende 4]; [verdoemde 2]; [verdomen 10]
verdoemenis	NOU	155	0	30	32	29	64	[Verdoemenisse 4]; [verdoemnisse 1]; [verdoeminisse 1]; [verdoemenisse 134]; [verdoemenissen 15]
verdoen	VRB	142	2	26	28	15	71	[verdoende 3]; [verdoet 8]; [verdaen 59]; [verdoe 9]; [verdeedse 1]; [verdede 4]; [verdoen 58]
verdonkeren	VRB	55	33	3	5	2	12	[verdonckert 39]; [Verdonckert 1]; [verdonkert 1]; [verdonckeren 11]; [verdonckert. 1]; [verdonckerende 1]; [verdonckeren. 1]
verdord	ADJ	63	2	21	1	20	19	[Verdorret 1]; [verdorrede 10]; [verdort 3]; [verdorde 20]; [verdorret 29]
verdorren	VRB	158	4	46	20	43	45	[verdor 1]; [verdorren 60]; [verdorre 3]; [verdorrede 3]; [verdorreden 2]; [verdort 19]; [verdorrende 6]; [verdordde 1]; [verdorde 1]; [verdorret 62]
verdorven	ADJ	146	6	32	41	11	56	[verdorven 35]; [verdorvene 33]; [verdoruen 78]
verdorvene	NOU	12	0	1	0	0	11	[verdoruene 1]; [verdorvense 1]; [verdorvenen 10]
verdorvenheid	NOU	74	0	3	0	0	71	[verdoruentheyt 1]; [verdorvenheyt 14]; [verdoruenheyt 2]; [verdorventheydt 1]; [verdorventheyt 56]
verdoven	VRB	11	1	1	0	4	5	[verdoeft 1]; [verdooft 4]; [verdoove 2]; [verdooven 3]; [Verdoove 1]
verdraagzaamheid	NOU	28	0	4	0	0	24	[verdraeghsaemheyt 21]; [verdraeghsaemtheyt 1]; [verdraechsaemheydt 1]; [verdraeghsaemheyt. 2]; [verdraechsaemheyt 3]
verdraaien	VRB	30	0	2	0	0	28	[verdraeijen 11]; [verdraeijen. 1]; [verdraeyt 14]; [verdraeyen 2]; [verdraeijende 1]; [verdraeyde 1]
verdrag	VRB	14	0	2	3	4	5	[verdrach 1]; [verdrage 6]; [verdraghe 4]; [verdragh 3]
verdrag	NOU	17	0	5	0	5	7	[verdraghs 1]; [verdrach 5]; [verdragh 11]
verdragen	VRB	381	13	53	107	58	150	[verdraegt 17]; [verdragen. 3]; [verdroeghen 2]; [verdraghent 2]; [verdraeght 21]; [Verdragen 2]; [verdraghen 106]; [verdroegen 2]; [Verdraecht 3]; [verdraghen. 1]; [verdroegh 4]; [verdroeghe 1]; [verdroech 5]; [Verdraghende 1]; [verdragen 170]; [verdraghende 8]; [verdragende 3]; [verdragent 1]; [verdraecht 29]
verdregen	VRB	19	14	2	2	0	1	[Verdraget 1]; [verdraghet 2]; [werdergheuen 1]; [verdreghen 1]; [verdroghet. 1]; [verdragest 1]; [verdroghet 12]
verdrenken	VRB	11	4	2	0	2	3	[verdrencken 5]; [verdrenckt 2]; [verdrenckende 1]; [verdrencke 1]; [verdrencten 2]
verdrevene	ADJ	15	1	0	0	1	13	[verdreuense 1]; [verdrevene 14]
verdriet	NOU	260	49	19	38	17	137	[verdrieten 4]; [verdriet. 3]; [verdriets 22]; [verdriete 2]; [verdriet 222]; [verdriets. 2]; [Verdriet 3]; [verdriett 2]
verdrietelijk	ADJ	22	1	9	2	5	5	[verdrietelijck 6]; [verdrietelic 1]; [verdrietlick 4]; [verdrietelick 3]; [verdrietelicke 4]; [verdrietlicke 3]; [verdrietelijcke 1]
verdrieten	VRB	73	6	24	8	22	13	[verdroesen 1]; [verdroten 3]; [verdrieten 29]; [verdroot 34]; [verdrooth 1]; [verdroet 1]; [verdroodt 1]; [verdriete 3]
verdrietig	ADJ	66	1	7	1	15	42	[verdrietigh 49]; [verdrietich 9]; [verdrietigen 2]; [verdrietig 1]; [verdrietige 5]
verdrijven	VRB	574	103	110	78	101	182	[verdrijven 79]; [verdreven 150]; [verdrijft 31]; [verdrijvet 1]; [verdrijvende 5]; [verdriuen 40]; [uerdreuen 1]; [verdreef 54]; [verdrijf 2]; [verdrijve 2]; [verdriuende 1]; [verdreuene 1]; [Verdrijven 2]; [verdrijue 2]; [verdreef’se 1]; [verdrijuen. 1]; [verdryven 1]; [verdrijuen 47]; [verdrevenen 1]; [verdreuen 152]
verdrijven	NOU	10	0	6	0	1	3	[verdrijft. 1]; [verdrijven 2]; [verdreef 1]; [verdreuene 2]; [verdrijftse 1]; [verdrijfst 1]; [verdrijuen 1]; [verdreuen 1]
verdrijven	ADJ	12	3	3	0	1	5	[Verdrijftse 1]; [verdreefse 3]; [Verdriue 1]; [verdrijftse 5]; [Verdrijfse 2]
verdrinken	VRB	55	3	7	7	21	17	[verdrincke 1]; [verdroncken 40]; [verdrincken. 1]; [verdrinct 1]; [verdrinckt 2]; [verdrincken 10]
verdrogen	VRB	204	57	23	56	21	47	[verdroechden 2]; [verdroochde 8]; [verdroogt 6]; [verdroocht 41]; [verdrooget 1]; [verdrooghet 3]; [verdroghede 8]; [verdroghen 15]; [verdrooghden 2]; [verdroeght 2]; [verdroechde 3]; [verdroogen 22]; [verdrooghen 18]; [Verdroocht 1]; [verdroeghestu 1]; [Verdrooght 1]; [verdroechde. 1]; [verdroogde 3]; [verdroechdese 1]; [verdroget 6]; [verdroochden 3]; [verdroghen. 2]; [verdrooght 26]; [verdroogende 2]; [verdroghende 3]; [verdrogede 2]; [verdrooghde 2]; [verdroecht 15]; [verdrogheden 1]; [verdroegt 1]; [verdrooghende 1]; [uerdrocht 1]
verdrukken	VRB	311	7	32	91	6	175	[Verdrucken 2]; [verdrucke 5]; [verdruckten 10]; [verdruckten. 2]; [verdrucket 9]; [ver-druckt 1]; [verdrucken. 1]; [verdrucken 101]; [verdruct 53]; [Verdruckt 1]; [verdruckende 11]; [verdruckt 115]
verdrukker	NOU	35	0	3	1	1	30	[verdrucker 4]; [verdruckers 31]
verdrukking	VRB	11	0	1	0	0	10	[verdruckinghen 1]; [verdruckingen. 2]; [verdruckinge. 1]; [verdruckingen 7]
verdrukking	NOU	332	0	70	6	3	253	[verdrukkinge 1]; [verdruckingen 103]; [verdruckinge 158]; [verdruckingen. 2]; [Verdruckinge 3]; [verdruckinghen 25]; [verdruckinge. 3]; [verdruckinghe 37]
verdrukt	ADJ	14	2	3	1	0	8	[verdruckten 2]; [verdruckte 7]; [verdruckte. 1]; [verdrucket 1]; [verdructe 2]; [verdrucht 1]
verdrukte	NOU	43	0	5	8	1	29	[verdruckten 17]; [verdruckte 17]; [verdructen 9]
verdruktheid	NOU	10	0	0	10	0	0	[verdructheyt 8]; [Verdructheyt 2]
verdubbelen	VRB	14	0	0	0	1	13	[verdubbeldt 1]; [verdubbelt 4]; [verdobbelt 7]; [verdobbelden 1]; [verdubbelde 1]
verduisteren	VRB	135	0	17	34	12	72	[verduysterden 1]; [verduysterdent 1]; [verduystert 105]; [verduystere 1]; [Verduystert 3]; [verduysterde 1]; [verduysterende 1]; [verduysteren 22]
verduitsen	VRB	53	0	8	4	10	31	[verduytscht 12]; [verduytst 1]; [verduytschet 1]; [verduytschen’t 1]; [verduytschen 37]; [Verduytschen 1]
verduldig	ADJ	31	0	3	12	16	0	[verduldighe 1]; [verduldige 2]; [Verduldigh 1]; [verduldich 14]; [verduldigh 13]
verduldigheid	NOU	89	0	2	36	51	0	[verduldicheyt 38]; [verduldigheyt 49]; [Verduldigheyt 2]
verduwen	VRB	18	17	0	0	1	0	[verduut 1]; [verduweste 1]; [Verduwen 1]; [verduwende 1]; [verduweden. 1]; [verduwen 3]; [verduwe 1]; [verduwet 7]; [verdouwt 1]; [verduwene 1]
verdwalen	VRB	24	1	7	0	6	10	[Verdwaelt 1]; [verdwaelt 16]; [verdwaelde 2]; [verdwalen 5]
verdwijnen	VRB	164	3	17	52	22	70	[verdwenen 29]; [verdwijnt 40]; [verdween 14]; [verdwijndt 1]; [verdwijnde 4]; [verdwijnen. 1]; [verdwinende 1]; [verdwijnende 7]; [verdweenen 2]; [verdwijnen 63]; [verdwynen 1]; [verdwijnende. 1]
vereerd	ADJ	36	0	4	0	1	31	[vereerde 2]; [vereert 33]; [Vereert 1]
vereerlijken	VRB	36	1	14	0	0	21	[vereerlickt 25]; [vereerlicken 9]; [vereerlict 1]; [veruerlic 1]
vereisen	VRB	129	1	3	4	9	112	[vereysene 1]; [verreyschen 1]; [vereyschen 14]; [vereysschen 12]; [vereyschende 2]; [verreysen 7]; [vereyschte 6]; [vereyscht 86]
verenigd	ADJ	13	0	1	1	2	9	[vereenight 1]; [Vereenighde 7]; [vereenigde 1]; [vereenichde 2]; [vereenigt 2]
verenigen	NOU	12	0	0	0	2	10	[vereenight 10]; [vereenigt 2]
verenigen	VRB	108	1	9	10	6	82	[vereenicht 15]; [vereenighen 2]; [vereenight 68]; [vereenigde 1]; [vereenichden 2]; [vereenigende 1]; [vereenigen. 1]; [vereenigden 1]; [vereenigen 12]; [verenighen 1]; [vereeniget 2]; [vereenigt 2]
vereniging	NOU	12	0	0	0	3	9	[vereenigingh 1]; [vereeniginge 11]
verening	NOU	22	0	3	1	0	18	[vereeninge 18]; [vereeninghe 4]
vereren	VRB	54	1	3	0	1	49	[vereeren 41]; [verneerdi 1]; [vereeren. 4]; [vereerden 3]; [vereert 3]; [vereere 2]
verergeren	VRB	50	1	3	44	1	1	[verarghert 31]; [verargeren 1]; [verargheren 4]; [verergeren 3]; [verergheren 1]; [verarghere 1]; [verargert 7]; [Verarghert 1]; [vererghert 1]
verergernis	NOU	11	0	0	11	0	0	[verargernissen 1]; [verarghernisse 7]; [verargernisse 1]; [verarghernissen 2]
verering	NOU	20	1	2	0	0	17	[vereeringhe 3]; [vereeringe 14]; [vereeringen 2]; [werueringhe 1]
verf	NOU	46	7	1	11	5	22	[verwen 3]; [vervve 1]; [verwe. 1]; [verwe 41]
verflauwen	VRB	18	0	3	7	0	8	[verflauwen 3]; [verflaut 4]; [verflauwt 1]; [verflouwen 1]; [verflauwende 1]; [verflouwt 1]; [verflaeuwt 2]; [verflaeuwen 5]
verfoeien	VRB	47	0	0	11	3	33	[verfoeye 2]; [verfoeydde 1]; [verfoeyen 6]; [verfoeijende 3]; [verfoeyt 14]; [verfoeyet 2]; [verfoeije 2]; [verfoeijen 17]
verfoeiing	NOU	10	0	0	0	0	10	[verfoeyinge 10]
verfoeilijk	ADJ	20	0	0	0	1	19	[verfoeijelicke 6]; [verfoeijelicken 1]; [verfoeylijck 1]; [verfoeijelick 12]
verfoeisel	NOU	45	0	0	0	8	37	[verfoeysels 1]; [verfoeyselen 22]; [verfoeysel 22]
vergaan	VRB	979	48	157	316	111	347	[Vergaen 3]; [vergaen 758]; [verghighen 1]; [vergaende 6]; [VErgaen 2]; [vergaen. 2]; [verghingen 1]; [verghinghen 4]; [vergae 27]; [verghinck 6]; [vergingen 8]; [verghaet 2]; [vergaet. 1]; [voerganen 1]; [verga 12]; [Vergaen. 1]; [verghaende 1]; [verghaen 18]; [vergaet 121]; [vergane 1]; [verginghen 3]
vergaan	NOU	13	0	2	4	2	5	[vergaende 4]; [verga 2]; [vergae 6]; [vergingen 1]
vergaderd	ADJ	21	2	3	1	1	14	[Vergadert 1]; [vergaderde 3]; [vergadert 10]; [vergaderden 7]
vergaderen	NEPER	11	1	5	4	1	0	[vergadert 4]; [venrgadert 1]; [Vergadert 4]; [vergaderst 1]; [Verghadert 1]
vergaderen	VRB	2296	514	296	603	279	604	[Vergaderde 1]; [vergaderde 262]; [verghaderen 11]; [VErgadert 3]; [Verghaderende 2]; [vergadert 1032]; [vergaderdese 7]; [vergaderet 1]; [vergadere 27]; [vergadert. 9]; [vergaderinge 1]; [vergaderende 36]; [vergaderde. 2]; [vergaderden 221]; [Vergadere 3]; [Vergadert 51]; [vergadertse 1]; [vergaderest 1]; [ver-gadert 1]; [verghaderde 1]; [Vergaderende 1]; [vergaderense 1]; [vergaderen 550]; [uergaderen 1]; [vergaderden. 1]; [vergader-den 1]; [verghadert 54]; [Vergaderden 2]; [vergaderen. 6]; [vergaderst 1]; [verghaderende 3]; [vergader 2]
vergaderen	NOU	16	12	0	3	1	0	[Vergader 5]; [vergadere 1]; [vergaderden 2]; [vergadertse 2]; [vergaderinhe 1]; [verghadert 2]; [vergader 3]
vergadering	NOU	786	94	85	152	44	411	[vergaderinghe 212]; [vergadering 5]; [vergade-ringhe 1]; [vergaderinge 411]; [vergaderinghen 54]; [verghaderinghe 7]; [vergaderingen 83]; [Vergaderingen 2]; [Vergaderinghe 4]; [vergaderingehen 1]; [vergaderingh 1]; [verghadering 1]; [Vergaderinge 4]
vergallen	NEPER	144	0	0	0	0	144	[Vergel. 144]
vergallen	VRB	132	0	2	0	0	130	[Vergel. 54]; [vergaldt 2]; [vergel. 76]
vergallen	ADJ	46	0	0	0	0	46	[Vergel. 39]; [vergel. 7]
vergallen	ADV	20	0	0	0	0	20	[Vergel. 19]; [vergel. 1]
vergallen	NOU	932	0	0	0	0	932	[Vergel. 899]; [vergel. 33]
vergangen	VRB	11	0	7	1	3	0	[verganghen 6]; [verghinc 1]; [verginck 4]
vergankelijk	ADJ	78	1	11	6	18	42	[verganckelicke 20]; [vergancklijcke 1]; [verganckelijcken 2]; [vergankelijck 1]; [vergancklick 3]; [verganckelijck 10]; [verganckelijcke 10]; [verganckelick 27]; [verganclijc 1]; [verganckelicken 3]
vergeefs	ADV	400	29	48	52	88	183	[vergheefs 110]; [vergeefs 289]; [vergeefschen 1]
vergeefs	VRB	37	7	15	12	0	3	[vergheefs 30]; [vergheefs. 1]; [vergeefs. 3]; [vergheeffs 2]; [vergheefschen 1]
vergeefs	ADJ	16	1	2	0	2	11	[vergheefs 3]; [vergeefsche 6]; [vergeefschen 3]; [vergeefse 1]; [vergeefs. 1]; [Vergeefsche 2]
vergeld	NOU	13	0	5	4	0	4	[vergheldt 2]; [vergelt 4]; [Verghelt 1]; [Vergheldt 1]; [vergheldens 2]; [Vergelt 1]; [verghelt 2]
vergelden	VRB	404	0	90	33	97	184	[vergeldt 36]; [verghelde 6]; [vergelde. 1]; [vergelt 3]; [vergheldende 2]; [Verghelt 1]; [vergheldende. 1]; [Vergelden 3]; [Vergeldt 1]; [vergheldest 1]; [VErgheldet 1]; [vergelden 161]; [vergelden. 3]; [vergouden 5]; [vergolden 67]; [vergelde 21]; [Vergeld 1]; [vergeldende 7]; [Vergeldet 3]; [vergheldet 7]; [Vergheldet 1]; [vergholden 1]; [vergoldt 6]; [verghelden 53]; [vergeldet 9]; [verghelt 3]
vergelder	NOU	13	0	2	1	9	1	[vergelder 10]; [Vergelder 3]
vergelding	NOU	157	0	15	21	11	110	[vergeldinge 114]; [vergheldinge 4]; [vergheldinghe 28]; [vergeldinge. 2]; [vergeldingen 5]; [vergeldinghe 2]; [vergheldinghen 2]
vergelen	NOU	49	0	0	0	0	49	[Vergl. 48]; [vergl. 1]
vergelijken	ADV?	15	0	0	0	0	15	[Vergelijckt 15]
vergelijken	CON_PRN?	21	0	0	0	0	21	[Vergelijckt 21]
vergelijken	NOU	51	0	1	0	2	48	[vergeleeck 1]; [vergelijckt 8]; [vergelijcket 1]; [Vergelijckt 25]; [Vergeleken 1]; [vergeleken 11]; [vergelijcken 4]
vergelijken	NELOC_ADV_NUM	19	0	0	0	0	19	[Vergelijckt 19]
vergelijken	PRN_PRN	534	0	0	0	0	534	[Vergelijckt 534]
